 144  29455 150.01418 1.810621   1.0926 -99.0 -99.0    4.8723  -99.0000  -99.0000  -99.0000  -99.0000      1.1350  -99.0000  -99.0000    0.8144    0.1401  -99.00
 145  29475 149.97920 1.809125   0.8293 263.4  13.5    0.2908  -99.0000  -99.0000  -99.0000  -99.0000      1.7733  -99.0000  -99.0000    5.7374    0.9868   11.21
 146  29494 150.29330 1.810337   0.8583  98.0  22.5    6.1274  -99.0000  -99.0000  -99.0000  -99.0000      1.3021  -99.0000  -99.0000    1.1959    0.2057   11.19
 147  29595 150.36452 1.810677   0.9705 252.6  47.2    0.9320  -99.0000  -99.0000  -99.0000  -99.0000      1.4227  -99.0000  -99.0000    2.5751    0.4429   11.62
 148  29691 150.16255 1.812577   0.9202 210.6  14.2    0.0007  -99.0000  -99.0000  -99.0000  -99.0000      1.7124  -99.0000  -99.0000    6.0000    1.0320   11.68
 149  29691 150.16255 1.812577   0.9195 215.8  21.5    2.5703  -99.0000  -99.0000  -99.0000  -99.0000      1.7427  666.1075  -99.0000    6.0000    1.0320   11.70
 150  29704 150.24628 1.814663   0.7819 -99.0 -99.0    5.7549  -99.0000  -99.0000  -99.0000  -99.0000      1.0794  -99.0000  -99.0000    0.4750    0.0817  -99.00
 151  29767 149.96353 1.812950 -99.0000 -99.0 -99.0  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    6.0000    1.7065  -99.00
 152  29906 149.90640 1.816069   0.6770  74.1  14.4    5.4998    3.6723  -99.0000  -99.0000  -99.0000      1.2973  188.1804   71.7965    0.7452    0.1282   10.49
 153  29906 149.90640 1.816069   0.6770  79.9  19.8    5.5741    4.7445    0.4761   -1.4277   -0.3829    -99.0000  216.7897   47.7061    0.7452    0.1282   10.55
 154  29973 150.25491 1.817176   0.9120 179.3  28.7    4.2677  -99.0000  -99.0000  -99.0000  -99.0000      1.2590  -99.0000  -99.0000    1.2285    0.2113   11.38
 155  30024 150.16821 1.815417   0.9813 -99.0 -99.0    7.3439  -99.0000  -99.0000  -99.0000  -99.0000      1.4032  -99.0000  -99.0000    1.2223    0.2102  -99.00
 156  30046 149.99979 1.819280   0.7106 -99.0 -99.0  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    1.0529    0.1811  -99.00
